id,sentence,target,target_index,target_lemma,target_pos,label
kbd-fragment07_2249_5,How did the bar go ?,go,5,go,VERB,1
kbd-fragment07_2250_3,Do n't know .,know,3,know,VERB,0
kbd-fragment07_2251_2,Just trying to,trying,2,try,VERB,0
kbd-fragment07_2252_3,Have you got any ?,got,3,get,VERB,0
kbd-fragment07_2255_4,You have to make one order .,make,4,make,VERB,1
kbd-fragment07_2258_4,I 've never seen a Saturday go so fast .,seen,4,see,VERB,1
kbd-fragment07_2258_7,I 've never seen a Saturday go so fast .,go,7,go,VERB,1
kbd-fragment07_2259_6,"Yeah it well I , come on !",come,6,come,VERB,1
kbd-fragment07_2260_2,Anything goes fast after Friday .,goes,2,go,VERB,1
kbd-fragment07_2266_1,"Mind you , I thought oh yeah .",Mind,1,mind,VERB,0
kbd-fragment07_2266_5,"Mind you , I thought oh yeah .",thought,5,think,VERB,0
kbd-fragment07_2269_4,So two hundred paid tonight ?,paid,4,pay,VERB,0
kbd-fragment07_2271_5,About hundred and eighty paid .,paid,5,pay,VERB,0
kbd-fragment07_2272_8,Feels like a hundred and fifty and get out of it .,get,8,get,VERB,0
kbd-fragment07_2274_3,"Twenty I mean last week there was a hundred sixty in and that was actually up on the previous couple of weeks , just",mean,3,mean,VERB,0
kbd-fragment07_2280_3,"Well I mean , January",mean,3,mean,VERB,0
kbd-fragment07_2281_3,It is getting quite,getting,3,get,VERB,1
kbd-fragment07_2282_3,people are getting paid again .,getting,3,getting,AUX,1
kbd-fragment07_2282_4,people are getting paid again .,paid,4,pay,VERB,0
kbd-fragment07_2283_1,getting paid again .,getting,1,getting,AUX,1
kbd-fragment07_2283_2,getting paid again .,paid,2,pay,VERB,0
kbd-fragment07_2284_3,People have got some money again .,got,3,get,VERB,0
kbd-fragment07_2285_11,"I du n no , I , I , I think the Friday nights , mostly on the Friday nights .",think,11,think,VERB,0
kbd-fragment07_2288_1,Please can I have my twenty five I 'm owed for like two weeks ?,Please,1,please,INTJ,0
kbd-fragment07_2288_10,Please can I have my twenty five I 'm owed for like two weeks ?,owed,10,owe,VERB,0
kbd-fragment07_2291_8,"Well I do n't , mine 's got ta go in the cleaners",got,8,get,VERB,0
kbd-fragment07_2291_10,"Well I do n't , mine 's got ta go in the cleaners",go,10,go,VERB,1
kbd-fragment07_2293_3,Oh I need some,need,3,need,VERB,0
kbd-fragment07_2294_4,"I have to clean them up , I 'll have to",clean,4,clean,VERB,0
kbd-fragment07_2295_3,Yeah I know .,know,3,know,VERB,0
kbd-fragment07_2296_1,take it to the cleaners,take,1,take,VERB,0
kbd-fragment07_2297_2,"I know , I might get some",know,2,know,VERB,0
kbd-fragment07_2297_6,"I know , I might get some",get,6,get,VERB,0
kbd-fragment07_2299_3,"I 'm gon na get some cleaning , I 'll get some cleaning fluid this week .",gon,3,go,VERB,0
kbd-fragment07_2299_5,"I 'm gon na get some cleaning , I 'll get some cleaning fluid this week .",get,5,get,VERB,0
kbd-fragment07_2299_11,"I 'm gon na get some cleaning , I 'll get some cleaning fluid this week .",get,11,get,VERB,0
kbd-fragment07_2300_2,"You know which one it , it is , it sort of activated one .",know,2,know,VERB,0
kbd-fragment07_2300_13,"You know which one it , it is , it sort of activated one .",activated,13,activate,VERB,0
kbd-fragment07_2302_3,You 're gon na kill somebody one day you know using that !,gon,3,go,VERB,0
kbd-fragment07_2302_5,You 're gon na kill somebody one day you know using that !,kill,5,kill,VERB,0
kbd-fragment07_2302_10,You 're gon na kill somebody one day you know using that !,know,10,know,VERB,0
kbd-fragment07_2302_11,You 're gon na kill somebody one day you know using that !,using,11,use,VERB,0
kbd-fragment07_2304_2,"I give them a , I did give them a good rinse afterwards though .",give,2,give,VERB,1
kbd-fragment07_2304_8,"I give them a , I did give them a good rinse afterwards though .",give,8,give,VERB,1
kbd-fragment07_2305_3,It 's gon na have to,gon,3,go,VERB,0
kbd-fragment07_2307_3,"it 's gon na have to be erm erm dub dub wurgh wurgh erm tt I can get a delivery on Thursday , I need , we need a delivery on Thursday anyway",gon,3,go,VERB,0
kbd-fragment07_2307_18,"it 's gon na have to be erm erm dub dub wurgh wurgh erm tt I can get a delivery on Thursday , I need , we need a delivery on Thursday anyway",get,18,get,VERB,1
kbd-fragment07_2307_25,"it 's gon na have to be erm erm dub dub wurgh wurgh erm tt I can get a delivery on Thursday , I need , we need a delivery on Thursday anyway",need,25,need,VERB,0
kbd-fragment07_2307_28,"it 's gon na have to be erm erm dub dub wurgh wurgh erm tt I can get a delivery on Thursday , I need , we need a delivery on Thursday anyway",need,28,need,VERB,0
kbd-fragment07_2309_8,when we 're open so I 'll get a delivery on Thursday and I 'll get some er,get,8,get,VERB,1
kbd-fragment07_2309_16,when we 're open so I 'll get a delivery on Thursday and I 'll get some er,get,16,get,VERB,0
kbd-fragment07_2310_9,Well I 'll do the delivery if you want,want,9,want,VERB,0
kbd-fragment07_2317_4,"Yeah , we run out of pints again tonight .",run,4,run,VERB,1
kbd-fragment07_2318_5,"Well we did n't run out , we run out of but there was quite a few outside in the",run,5,run,VERB,1
kbd-fragment07_2318_9,"Well we did n't run out , we run out of but there was quite a few outside in the",run,9,run,VERB,1
kbd-fragment07_2319_3,I should hope so !,hope,3,hope,VERB,0
kbd-fragment07_2320_2,"I know , but I 'm loathed to give them out .",know,2,know,VERB,0
kbd-fragment07_2320_7,"I know , but I 'm loathed to give them out .",loathed,7,loathed,ADJ,0
kbd-fragment07_2320_9,"I know , but I 'm loathed to give them out .",give,9,give,VERB,0
kbd-fragment07_2322_3,Unless I know who 's getting them .,know,3,know,VERB,0
kbd-fragment07_2322_6,Unless I know who 's getting them .,getting,6,get,VERB,0
kbd-fragment07_2326_4,And black Ashley came in .,came,4,come,VERB,1
kbd-fragment07_2328_2,I thought Laura was coming behind the bar to fucking us support .,thought,2,think,VERB,0
kbd-fragment07_2328_5,I thought Laura was coming behind the bar to fucking us support .,coming,5,come,VERB,0
kbd-fragment07_2328_10,I thought Laura was coming behind the bar to fucking us support .,fucking,10,fuck,VERB,0
kbd-fragment07_2329_2,I know what Laura was,know,2,know,VERB,0
kbd-fragment07_2332_2,"She walked behind the bar , got herself a drink and went and fucking sat and watched us !",walked,2,walk,VERB,0
kbd-fragment07_2332_7,"She walked behind the bar , got herself a drink and went and fucking sat and watched us !",got,7,get,VERB,0
kbd-fragment07_2332_12,"She walked behind the bar , got herself a drink and went and fucking sat and watched us !",went,12,go,VERB,0
kbd-fragment07_2332_15,"She walked behind the bar , got herself a drink and went and fucking sat and watched us !",sat,15,sit,VERB,0
kbd-fragment07_2332_17,"She walked behind the bar , got herself a drink and went and fucking sat and watched us !",watched,17,watch,VERB,0
kbd-fragment07_2340_4,yeah but he said,said,4,say,VERB,0
kbd-fragment07_2342_2,"I got him every time , until the end and I said I am not serving him this time !",got,2,get,VERB,1
kbd-fragment07_2342_12,"I got him every time , until the end and I said I am not serving him this time !",said,12,say,VERB,0
kbd-fragment07_2342_16,"I got him every time , until the end and I said I am not serving him this time !",serving,16,serve,VERB,0
kbd-fragment07_2343_4,"Hughey , you serve him !",serve,4,serve,VERB,0
kbd-fragment07_2345_7,Cos he was absolutely incapable of talking,talking,7,talk,VERB,0
kbd-fragment07_2347_1,let alone giving any money .,let,1,let,VERB,0
kbd-fragment07_2347_3,let alone giving any money .,giving,3,give,VERB,0
kbd-fragment07_2348_3,And I said it 's alright we 're still in,said,3,say,VERB,0
kbd-fragment07_2349_4,Have you ever seen him,seen,4,see,VERB,0
kbd-fragment07_2350_6,judge from their looks you know what they 're drinking and you just like go vaguely waving his empty glass,know,6,know,VERB,0
kbd-fragment07_2350_10,judge from their looks you know what they 're drinking and you just like go vaguely waving his empty glass,drinking,10,drink,VERB,0
kbd-fragment07_2350_15,judge from their looks you know what they 're drinking and you just like go vaguely waving his empty glass,go,15,go,VERB,1
kbd-fragment07_2350_17,judge from their looks you know what they 're drinking and you just like go vaguely waving his empty glass,waving,17,wave,VERB,0
kbd-fragment07_2351_4,Well you should take his glass and,take,4,take,VERB,0
kbd-fragment07_2352_2,you fill it and take the money out their hand do n't you ?,fill,2,fill,VERB,0
kbd-fragment07_2352_5,you fill it and take the money out their hand do n't you ?,take,5,take,VERB,0
kbd-fragment07_2354_3,D' ya think so ?,think,3,think,VERB,0
kbd-fragment07_2358_2,Oh yeah,yeah,2,yeah,INTJ,0
kbd-fragment07_2359_1,talking to Alan .,talking,1,talk,VERB,0
kbd-fragment07_2360_1,Interrupted by customers .,Interrupted,1,interrupt,VERB,1
kbd-fragment07_2362_5,"No I was er talking to , is it Alan ?",talking,5,talk,VERB,0
kbd-fragment07_2367_3,I 'm saying nothing !,saying,3,say,VERB,0
kbd-fragment07_2368_7,"Well , yeah , but I mean the stories they tell about fishing so they 're different stories",mean,7,mean,VERB,0
kbd-fragment07_2368_11,"Well , yeah , but I mean the stories they tell about fishing so they 're different stories",tell,11,tell,VERB,0
kbd-fragment07_2370_3,and we caught a,caught,3,catch,VERB,0
kbd-fragment07_2373_4,He does n't lie to his wife any more .,lie,4,lie,VERB,0
kbd-fragment07_2376_4,When are you gon na give up smoking and save some,gon,4,go,VERB,0
kbd-fragment07_2376_6,When are you gon na give up smoking and save some,give,6,give,VERB,0
kbd-fragment07_2376_10,When are you gon na give up smoking and save some,save,10,save,VERB,0
kbd-fragment07_2377_2,I know .,know,2,know,VERB,0
kbd-fragment07_2379_3,You could pay your mortgage on what you smoked !,pay,3,pay,VERB,0
kbd-fragment07_2379_9,You could pay your mortgage on what you smoked !,smoked,9,smoke,VERB,0
kbd-fragment07_2380_4,I do n't give a fuck !,give,4,give,VERB,1
kbd-fragment07_2384_3,Did you win any money today ?,win,3,win,VERB,0
kbd-fragment07_2386_3,Have you got my keys ?,got,3,get,VERB,0
kbd-fragment07_2389_2,I put them,put,2,put,VERB,0
kbd-fragment07_2393_3,I 've got my keys .,got,3,get,VERB,0
kbd-fragment07_2394_4,Can we not finish our drinks Barry ?,finish,4,finish,VERB,0
kbd-fragment07_2396_4,Course you can finish your drinks !,finish,4,finish,VERB,0
kbd-fragment07_2397_1,"Get your coat and we 'll rattle it , ah , your keys are there .",Get,1,get,VERB,0
kbd-fragment07_2397_7,"Get your coat and we 'll rattle it , ah , your keys are there .",rattle,7,rattle,VERB,0
kbd-fragment07_2398_4,Maybe I 've got a collection of these half pints at home !,got,4,get,VERB,0
kbd-fragment07_2399_2,I know that .,know,2,know,VERB,0
kbd-fragment07_2400_3,"Well , bring them back !",bring,3,bring,VERB,0
kbd-fragment07_2401_10,That 's where all these long thin ones have gone .,gone,10,go,VERB,1
kbd-fragment07_2402_6,"No , no , I use it 's usually fucked .",use,6,use,VERB,0
kbd-fragment07_2402_10,"No , no , I use it 's usually fucked .",fucked,10,fuck,VERB,0
kbd-fragment07_2403_6,"Why do n't you just take a case of it , one of those cases home , one of the empty empty cases ?",take,6,take,VERB,0
kbd-fragment07_2404_2,And bring back the glasses .,bring,2,bring,VERB,0
kbd-fragment07_2405_2,And bring all the glasses back .,bring,2,bring,VERB,0
kbd-fragment07_2406_3,I 'll tell you what they 're .,tell,3,tell,VERB,0
kbd-fragment07_2408_3,They do take the bottoms off them .,take,3,take,VERB,0
kbd-fragment07_2409_4,They do n't give a fuck,give,4,give,VERB,1
kbd-fragment07_2410_3,Oh I know !,know,3,know,VERB,0
kbd-fragment07_2411_3,They do take the bottoms of them Barry .,take,3,take,VERB,0
kbd-fragment07_2413_3,Well I told you,told,3,tell,VERB,0
kbd-fragment07_2414_3,"Well you see , you actually see them little punks collecting them up at the end of the night do n't you ?",see,3,see,VERB,0
kbd-fragment07_2414_7,"Well you see , you actually see them little punks collecting them up at the end of the night do n't you ?",see,7,see,VERB,0
kbd-fragment07_2414_11,"Well you see , you actually see them little punks collecting them up at the end of the night do n't you ?",collecting,11,collect,VERB,0
kbd-fragment07_2415_1,Putting them under their coats like .,Putting,1,put,VERB,0
kbd-fragment07_2416_8,"How , how many what did you carry out yourself ?",carry,8,carry,VERB,0
kbd-fragment07_2423_3,And I sold four of those as well like .,sold,3,sell,VERB,0
kbd-fragment07_2425_2,They carry out .,carry,2,carry,VERB,0
kbd-fragment07_2426_3,"And I sold three three double gin three , you know .",sold,3,sell,VERB,0
kbd-fragment07_2426_11,"And I sold three three double gin three , you know .",know,11,know,VERB,0
kbd-fragment07_2427_5,Yeah but you always sell a few to take out do n't,sell,5,sell,VERB,0
kbd-fragment07_2427_9,Yeah but you always sell a few to take out do n't,take,9,take,VERB,0
kbd-fragment07_2428_6,Well that 's why they brought it .,brought,6,bring,VERB,0
kbd-fragment07_2429_3,Most probably take out and sell them what 's,take,3,take,VERB,0
kbd-fragment07_2429_6,Most probably take out and sell them what 's,sell,6,sell,VERB,0
kbd-fragment07_2431_1,left at the end of the night .,left,1,leave,VERB,0
kbd-fragment07_2432_2,"I mean , not all our customers are absolutely stupid .",mean,2,mean,VERB,0
kbd-fragment07_2433_1,Buy a bottle at five to two and leave it at two o'clock .,Buy,1,buy,VERB,0
kbd-fragment07_2433_9,Buy a bottle at five to two and leave it at two o'clock .,leave,9,leave,VERB,0
kbd-fragment07_2434_7,It 's the nice ones that leave their drink there .,leave,7,leave,VERB,0
kbd-fragment07_2436_3,I 'm amazed they have n't,amazed,3,amazed,ADJ,0
kbd-fragment07_2437_5,"Well anyway I was talking to er Rosette tonight cos I went to the office for some change and I , then I had this like .",talking,5,talk,VERB,0
kbd-fragment07_2437_12,"Well anyway I was talking to er Rosette tonight cos I went to the office for some change and I , then I had this like .",went,12,go,VERB,0
kbd-fragment07_2438_2,"She said , I hear the Empire , or , or hear The Garden 's doing well on a Friday night .",said,2,say,VERB,0
kbd-fragment07_2438_5,"She said , I hear the Empire , or , or hear The Garden 's doing well on a Friday night .",hear,5,hear,VERB,0
kbd-fragment07_2438_12,"She said , I hear the Empire , or , or hear The Garden 's doing well on a Friday night .",hear,12,hear,VERB,0
kbd-fragment07_2439_3,Must have heard about that from Alan .,heard,3,hear,VERB,0
kbd-fragment07_2440_2,He goes it 's too fucking dead !,goes,2,go,VERB,0
kbd-fragment07_2443_1,Popping up to Christies and just after you go up the top .,Popping,1,pop,VERB,0
kbd-fragment07_2443_9,Popping up to Christies and just after you go up the top .,go,9,go,VERB,0
kbd-fragment07_2445_4,Where are you talking about ?,talking,4,talk,VERB,0
